Year,Gender,Alcohol Abuse,Tobacco Prevalence,GDP per Capita,Doctors,Nurses and Midwifes,Air Pollution Death Rate Total,Universal Heath Care Coverage,Birth Rate,Government Expenditure Health,Vegetable Consumption,Fruit Consumption Apples,Diet Calories Fat,Diet Calories Carbohydrates,Basic Drinking Water Services,Clean Fuel and Technology,Total Population,Death Rate,Life Expectancy
2012,Both,14.24,16.69,11294.2,7.33,1.95,93.53,66.28,27.18,5.61,278.98,60.18,42.99,50.0,75.97,48.26,46886134.0,9.39,88.0
2023,Male,15.51,25.83,27965.04,3.17,4.79,42.2,44.96,43.4,9.13,154.4,146.81,36.47,42.71,79.35,99.73,39822089.0,7.66,88.0
2018,Male,16.33,18.61,4411.13,5.81,10.92,37.5,24.31,42.24,7.79,253.02,101.0,29.18,64.62,63.08,56.99,21706976.0,5.9,88.0
2014,Both,8.95,37.87,2998.69,5.19,7.92,34.82,20.34,25.52,6.24,183.77,48.3,44.58,52.49,87.56,38.4,623174.0,12.42,88.0
2018,Male,14.27,11.3,74232.66,6.34,8.68,37.59,86.89,13.93,11.93,232.34,122.97,35.93,48.56,62.5,52.13,45484027.0,2.0,88.0
2017,Female,14.9,9.14,37415.59,7.2,9.35,43.87,36.02,36.6,4.9,298.7,146.79,28.31,62.34,94.84,70.15,65426770.0,4.3,88.0
2022,Female,6.94,25.12,27179.51,5.5,6.36,74.55,70.42,17.0,6.13,204.22,111.0,35.34,63.19,75.43,57.4,5576736.0,7.83,88.0
2013,Male,16.87,31.88,21195.88,0.73,11.83,72.11,66.16,39.18,11.03,192.55,153.99,44.19,52.42,83.57,88.01,58944309.0,8.95,88.0
2023,Both,3.51,36.82,73516.94,1.63,11.13,34.41,51.97,29.72,4.89,130.09,78.54,33.48,47.67,96.48,77.75,50799954.0,2.86,88.0
2023,Both,17.91,28.58,19517.01,7.64,11.0,28.74,86.68,22.58,3.53,204.77,166.2,33.51,52.07,88.21,44.94,38400446.0,5.35,88.0
2012,Both,14.32,35.95,54647.56,7.76,11.01,100.03,75.87,28.59,5.1,128.72,123.73,34.22,45.48,79.34,67.72,3962474.0,6.97,88.0
2012,Male,3.49,20.71,21854.85,7.75,13.47,15.66,21.82,27.71,9.59,303.07,148.51,30.6,51.96,73.12,85.13,73893356.0,2.0,88.0
2017,Female,12.5,6.31,6030.32,0.49,9.34,63.97,82.14,42.22,10.6,166.66,63.68,28.24,45.74,75.8,92.39,38247535.0,4.65,88.0
2010,Male,2.55,9.64,51499.12,3.18,14.54,64.86,60.56,15.93,3.14,88.73,91.38,36.58,55.56,70.38,57.65,32028596.0,2.34,88.0
2014,Male,14.32,6.55,921.01,6.13,2.67,71.03,47.76,42.34,8.22,121.99,165.54,42.88,59.0,97.58,94.71,68931885.0,7.66,88.0
2016,Male,14.79,18.16,50940.54,6.07,9.85,106.85,78.15,9.16,7.67,210.37,28.14,39.71,64.24,66.38,32.52,67661700.0,4.22,88.0
2023,Both,11.64,24.82,19377.94,0.87,11.04,76.75,74.89,36.46,8.69,324.89,84.64,26.92,61.06,73.42,77.37,58208150.0,7.69,88.0
2023,Both,15.71,19.25,56160.93,4.95,7.68,116.97,44.85,42.03,8.71,140.17,144.85,33.02,42.15,90.02,84.74,66365863.0,5.56,88.0
2012,Both,3.57,27.42,57915.46,1.31,5.03,105.21,98.64,22.58,11.59,129.32,139.01,25.11,45.29,71.4,59.76,10033846.0,4.09,88.0
2022,Female,6.41,24.22,54528.76,4.05,8.7,29.7,71.9,10.7,5.47,171.97,156.26,31.16,53.29,94.9,30.77,60897153.0,2.0,88.0
2011,Female,8.63,32.12,2616.67,2.07,6.11,32.74,68.46,37.77,5.0,340.33,138.3,38.39,46.44,65.94,78.09,26309923.0,8.39,88.0
2020,Female,2.68,31.68,53017.26,0.61,13.73,44.65,25.59,39.19,7.81,303.57,171.53,30.8,40.36,56.41,53.98,69412834.0,6.32,88.0
2021,Female,9.17,17.72,74268.8,0.82,6.0,50.02,42.35,20.44,6.29,94.9,99.72,41.81,58.87,83.29,40.63,29681494.0,4.43,88.0
2022,Female,6.24,18.85,18802.8,7.3,3.46,68.59,55.76,27.19,6.74,234.13,119.89,34.55,48.94,77.87,41.0,4438886.0,7.43,88.0
2013,Male,8.28,28.41,21148.5,6.01,9.07,31.74,70.45,37.95,2.69,287.56,155.63,38.38,41.65,96.99,83.84,33208981.0,6.16,88.0
2022,Male,8.8,28.86,61163.67,7.47,6.54,30.57,61.02,15.11,3.48,280.4,132.27,42.68,52.72,74.04,43.12,60566485.0,2.46,88.0
2011,Both,16.07,17.59,12701.44,3.87,2.34,48.86,81.04,31.27,11.35,196.65,36.33,38.66,64.43,61.1,63.89,40124472.0,5.86,88.0
2017,Female,6.33,18.21,49815.31,3.42,8.91,82.28,41.01,23.93,2.68,269.55,78.72,42.95,56.96,69.84,97.93,61114350.0,6.28,88.0
2016,Both,16.3,32.76,56822.96,3.0,8.53,84.13,76.17,14.45,7.9,225.08,108.41,41.16,43.97,72.69,83.12,2918372.0,5.88,88.0
2014,Male,8.82,30.9,3557.32,5.01,3.42,117.25,85.33,38.76,9.55,110.43,140.75,36.34,52.86,81.24,68.3,14255420.0,11.68,88.0
2010,Female,7.24,10.4,41889.15,2.94,9.37,28.28,81.2,20.01,2.12,66.82,106.97,30.94,62.54,67.35,66.98,45132274.0,3.45,88.0
2020,Male,10.04,22.64,43530.09,6.02,8.94,50.18,81.67,42.57,4.23,160.85,144.41,30.96,41.36,79.76,41.71,30886569.0,5.64,88.0
2014,Male,8.68,40.71,23315.46,6.45,11.83,115.94,91.08,29.05,5.77,68.58,154.02,42.51,55.95,95.86,61.25,54446042.0,8.13,88.0
2019,Male,6.12,6.45,65824.77,7.03,6.06,84.35,26.73,27.04,7.07,168.5,62.42,26.08,58.03,74.07,40.14,77008083.0,3.93,88.0
2015,Male,10.04,39.21,12876.03,2.09,4.48,73.11,75.78,23.66,5.42,298.66,118.58,43.83,57.6,84.32,35.85,52822971.0,13.98,88.0
2015,Both,4.43,11.53,27823.25,4.31,14.32,67.06,97.49,22.82,8.49,303.29,109.14,31.54,43.75,65.3,37.64,33447295.0,3.18,88.0
2022,Male,7.63,25.29,63771.22,1.94,8.86,13.68,65.89,38.26,4.26,60.22,56.37,39.78,62.68,91.06,72.46,43434885.0,2.9,88.0
2011,Female,11.05,21.97,14945.69,0.49,1.38,107.74,37.39,33.07,2.25,70.86,98.38,31.6,48.06,67.14,43.55,73034836.0,12.69,75.93
2020,Female,8.61,5.41,61745.96,5.72,12.49,76.93,99.9,36.63,2.02,250.96,107.77,44.07,41.29,81.09,40.45,53871841.0,2.0,88.0
2020,Female,15.18,41.62,6666.93,4.48,3.75,70.74,33.97,23.58,5.46,200.0,150.77,25.73,42.08,68.51,90.7,64274042.0,14.03,88.0
2015,Female,6.11,23.2,37100.8,5.85,12.0,67.04,46.84,17.67,5.62,94.81,93.76,32.07,51.44,58.03,38.54,24191321.0,5.32,88.0
2013,Male,17.52,43.17,6389.54,0.88,10.87,50.07,33.76,11.21,11.49,291.66,32.95,42.35,41.0,69.38,79.39,59571260.0,12.09,88.0
2010,Both,14.56,16.47,51100.45,7.97,14.56,34.29,57.16,36.74,2.45,114.95,97.97,30.48,59.49,64.54,59.19,11240566.0,2.4,88.0
2023,Both,17.48,39.65,59462.63,7.96,14.52,91.86,53.51,23.37,7.3,73.44,154.07,30.51,61.65,95.17,70.54,60007072.0,5.52,88.0
2023,Both,15.41,41.9,63859.5,3.83,4.84,63.6,59.3,26.84,7.78,274.85,111.4,42.98,40.33,66.98,31.63,70536532.0,8.41,88.0
2013,Female,4.27,27.27,73609.66,6.96,11.73,8.9,94.24,25.37,8.99,232.44,71.02,41.61,60.25,98.85,30.0,72028574.0,2.0,88.0
2010,Male,10.42,13.11,50663.57,2.1,5.44,50.9,58.27,23.95,8.39,168.33,167.36,27.12,64.53,77.16,87.21,9415546.0,3.39,88.0
2011,Both,4.72,32.41,57864.39,5.95,9.81,111.79,61.17,33.3,2.08,257.82,44.9,36.6,40.76,64.95,63.28,66407576.0,8.03,88.0
2010,Male,15.09,26.96,38327.26,7.06,9.37,48.0,90.93,30.52,8.32,323.41,72.3,29.47,58.12,72.61,34.99,8883928.0,5.42,88.0
2021,Male,11.35,42.78,68525.08,6.55,1.76,52.52,85.42,43.97,5.22,60.25,89.94,29.3,64.98,63.25,54.04,38323917.0,4.69,88.0
2022,Male,6.22,22.57,48566.87,6.53,1.07,76.76,39.18,13.14,9.73,238.3,138.08,37.31,59.93,92.52,65.44,54633470.0,4.99,88.0
2012,Both,16.87,15.74,66359.51,3.81,1.81,97.19,21.03,29.22,3.88,115.45,153.72,27.48,52.63,60.4,39.48,38791504.0,5.83,88.0
2020,Female,3.84,10.53,18270.54,6.6,2.79,81.87,70.36,10.34,9.16,192.24,29.37,34.4,62.12,94.31,68.24,27258777.0,5.61,88.0
2012,Both,11.02,32.95,37657.94,5.59,4.61,102.76,87.59,37.89,8.25,177.19,146.73,30.12,57.7,57.07,67.01,54737310.0,9.37,88.0
2015,Both,13.54,43.96,54952.56,1.23,13.7,18.11,64.23,30.8,8.52,166.99,135.28,42.08,47.31,68.48,72.2,52904214.0,4.79,88.0
2018,Male,2.94,6.13,15841.95,1.09,8.26,111.33,36.89,23.85,3.76,107.11,163.14,36.09,45.61,61.29,86.72,46673123.0,9.42,88.0
2020,Both,11.57,34.62,16481.41,6.22,12.16,108.95,79.31,37.68,8.69,290.79,164.07,29.3,52.81,85.84,58.89,42321450.0,8.25,88.0
2022,Female,15.05,42.08,73370.77,5.08,12.74,64.7,73.56,24.84,9.37,163.86,144.4,43.53,49.32,78.05,92.2,56488618.0,2.72,88.0
2010,Female,3.08,7.99,33048.09,4.25,11.29,76.85,65.2,16.43,6.89,316.16,50.43,41.46,48.24,97.27,63.23,32302661.0,3.56,88.0
2012,Male,10.2,9.41,14290.71,7.28,6.48,29.47,89.07,25.48,5.4,156.4,70.22,30.31,44.45,71.48,62.0,5594583.0,2.53,88.0
2013,Both,6.14,32.68,25394.62,5.34,13.09,56.51,82.74,10.62,3.67,301.91,169.81,44.22,61.13,56.83,75.9,43042615.0,6.12,88.0
2014,Male,12.61,30.92,30285.31,3.29,11.39,28.31,73.44,41.22,4.9,213.34,115.71,30.35,57.63,89.27,73.23,57904099.0,4.48,88.0
2023,Male,3.9,7.75,47032.93,3.43,11.4,7.53,73.18,35.05,9.64,165.69,106.2,30.85,48.28,81.08,30.8,24002877.0,2.0,88.0
2020,Female,16.99,38.38,69287.69,4.92,13.62,117.8,72.98,36.13,6.09,261.21,166.51,32.72,45.94,92.23,98.77,11346016.0,5.86,88.0
2014,Male,16.32,25.94,74004.98,6.13,9.38,34.8,62.01,40.36,9.03,286.0,159.87,28.3,43.2,74.18,95.99,72956111.0,2.0,88.0
2023,Male,4.98,41.29,49156.05,4.6,8.4,73.21,57.11,37.29,9.4,194.81,136.4,38.74,42.81,88.22,49.69,69113598.0,6.42,88.0
2016,Female,7.17,40.12,52734.24,4.17,13.46,39.53,76.77,23.98,8.74,177.63,161.16,36.15,55.64,62.7,69.1,49512894.0,3.66,88.0
2017,Female,11.4,37.5,24679.72,5.87,7.36,47.62,68.84,12.39,8.74,223.23,38.21,42.89,42.72,99.98,83.93,62949912.0,7.57,88.0
2016,Both,13.49,25.64,64401.17,5.7,12.36,50.74,59.2,21.81,8.11,225.55,141.21,29.82,64.01,62.81,94.43,77507545.0,2.0,88.0
2012,Male,9.08,15.07,16960.64,6.68,1.75,43.53,30.13,42.56,7.18,177.64,174.5,28.4,46.98,92.34,71.01,45583793.0,6.94,88.0
2023,Both,4.5,25.24,8693.44,0.69,1.02,78.3,76.15,43.12,3.98,277.3,27.84,32.17,40.65,64.56,31.33,19610117.0,10.88,86.14
2010,Female,3.67,9.03,73015.59,6.09,8.4,115.51,71.68,36.41,10.43,169.92,55.69,27.92,61.38,90.21,77.65,51141078.0,2.0,88.0
2012,Female,18.0,31.35,64919.09,4.21,2.03,54.29,47.38,15.56,11.64,185.9,147.03,43.92,49.19,93.76,36.52,73176035.0,6.43,88.0
2013,Female,9.29,10.36,23330.47,0.78,14.67,116.93,48.51,15.19,6.66,231.6,103.21,39.35,48.57,94.45,76.98,55242841.0,8.88,88.0
2013,Female,15.96,25.45,50897.67,5.5,1.08,81.8,39.74,40.55,11.33,346.05,33.86,40.92,42.97,76.41,71.12,2196607.0,8.15,88.0
2011,Both,9.72,7.18,35452.76,5.79,11.05,74.82,96.95,13.25,11.98,128.21,62.87,39.96,56.51,74.3,74.85,73378895.0,2.0,88.0
2010,Male,16.76,16.98,24776.11,4.28,4.41,32.27,88.82,29.61,6.86,119.59,71.85,29.86,48.97,92.52,43.25,60318653.0,6.56,88.0
2019,Male,3.4,14.28,22078.65,6.39,14.55,12.24,64.88,22.0,9.24,103.07,71.37,27.81,60.57,81.08,64.55,32206298.0,2.95,88.0
2023,Female,3.82,29.8,10893.24,2.54,6.34,102.97,52.13,19.17,8.44,256.83,160.43,33.59,55.77,82.96,73.26,79000602.0,9.06,88.0
2011,Both,16.87,36.47,41559.4,1.77,1.38,71.01,78.95,33.06,4.37,184.73,125.93,41.58,62.0,65.62,51.02,57762179.0,9.4,88.0
2014,Male,17.16,7.29,33937.47,2.94,1.38,52.66,62.22,43.5,2.47,166.58,137.59,31.61,55.56,75.08,42.71,66052742.0,5.16,88.0
2017,Female,7.04,39.01,38804.23,3.4,8.75,98.38,98.07,36.77,6.53,111.23,22.17,25.19,59.48,71.63,45.59,75459008.0,9.52,88.0
2022,Both,7.68,39.43,16779.5,5.63,14.81,40.72,24.41,25.99,9.87,317.34,88.4,38.2,57.41,84.94,90.06,3262319.0,4.98,88.0
2019,Both,9.24,18.69,70444.91,6.8,14.72,95.12,22.74,24.31,5.25,182.95,70.85,29.0,51.56,63.84,62.52,61976146.0,2.0,88.0
2020,Both,8.66,31.36,48183.47,5.82,5.72,42.72,65.49,41.58,9.84,232.31,156.31,35.86,57.22,73.26,76.28,30969080.0,2.56,88.0
2018,Female,5.04,21.1,67550.37,1.56,7.76,110.9,36.26,29.39,8.55,83.76,172.62,25.3,56.59,93.19,66.04,69539094.0,3.46,88.0
2015,Female,16.37,11.17,8907.92,3.06,2.41,35.82,68.34,26.38,8.96,82.39,87.73,35.18,40.17,79.59,88.39,70323779.0,6.64,88.0
2012,Male,6.05,26.15,47015.54,1.44,8.31,20.82,82.51,33.26,4.86,70.21,175.69,32.87,57.47,95.32,65.59,66306616.0,2.32,88.0
2022,Both,13.28,8.45,63830.07,5.56,9.4,85.28,31.05,16.77,6.7,160.2,22.3,42.61,46.55,65.46,36.53,62358127.0,2.0,88.0
2021,Female,3.07,40.14,25354.32,2.14,4.51,23.73,55.25,10.36,3.82,191.87,72.12,39.44,53.55,74.8,43.86,63563198.0,9.02,88.0
2010,Both,2.62,41.97,15279.62,4.3,9.57,114.18,75.09,39.64,4.47,123.37,143.99,25.72,42.78,77.52,30.93,23794545.0,11.63,88.0
2020,Female,12.46,37.86,20464.58,6.38,13.6,80.39,86.71,30.47,2.9,154.9,77.62,40.79,40.58,73.03,88.21,32581604.0,5.74,88.0
2011,Female,7.42,27.5,21051.68,5.43,1.01,31.55,59.71,14.1,3.27,51.88,167.35,40.82,40.38,85.8,76.43,9292886.0,6.35,88.0
2020,Both,12.49,27.3,33982.16,2.53,4.21,29.01,36.49,19.03,4.11,155.33,54.95,38.27,43.95,61.69,83.14,66464263.0,7.77,88.0
2021,Female,3.5,44.38,24986.5,2.8,3.94,111.25,66.86,44.63,7.8,85.75,147.31,43.59,40.5,78.37,80.05,51715917.0,10.81,88.0
2011,Both,17.2,14.92,20928.54,5.3,2.73,74.9,56.36,31.47,6.41,88.52,52.27,41.07,43.31,61.24,87.71,49056066.0,7.41,88.0
2016,Female,13.98,8.04,48919.61,4.49,3.33,107.78,81.75,31.54,4.67,51.35,51.54,29.38,53.98,83.31,99.09,19761635.0,6.29,88.0
2011,Female,16.02,27.48,4735.0,0.95,9.76,17.68,64.45,10.67,10.61,258.91,91.32,32.63,50.01,92.36,75.74,49241383.0,9.8,88.0
2017,Male,4.18,18.15,26054.99,7.02,2.44,111.42,42.35,43.85,7.25,329.39,171.19,32.0,64.52,55.9,47.66,36418683.0,8.21,88.0
2022,Female,7.12,17.89,51979.6,4.2,11.34,64.81,80.35,41.03,11.23,236.46,113.67,35.1,60.22,75.56,37.1,79621978.0,2.0,88.0
2011,Female,7.89,5.28,13848.05,3.89,13.42,81.87,61.42,28.27,8.35,78.86,121.61,44.07,43.67,77.17,71.28,69059155.0,4.77,88.0
2015,Male,10.59,28.85,17192.85,1.75,13.97,47.88,34.2,19.45,2.16,346.89,21.56,37.31,50.42,87.41,83.95,42126032.0,9.02,88.0
2023,Male,6.75,15.56,15689.46,3.14,10.24,11.8,65.05,33.83,11.13,342.68,29.06,31.26,50.77,58.36,69.31,64695600.0,3.65,88.0
2014,Female,2.97,12.51,868.72,2.8,3.76,115.17,95.87,38.83,10.57,190.47,30.71,43.83,49.05,73.27,51.25,13243950.0,9.4,88.0
2011,Female,7.9,6.62,35953.57,2.31,2.19,119.38,76.44,37.09,8.35,82.36,151.14,39.01,52.39,90.35,80.38,8201900.0,8.91,88.0
2016,Female,6.07,19.57,3690.74,4.63,4.25,46.92,43.9,44.15,7.35,266.22,57.9,30.32,56.75,78.95,61.36,50488999.0,5.97,88.0
2017,Male,8.17,40.16,21052.13,3.81,14.47,113.54,76.87,31.56,6.53,338.44,72.61,43.13,56.02,88.74,50.06,58170188.0,9.18,88.0
2019,Male,5.15,18.47,74614.41,7.14,14.47,24.29,42.61,19.89,6.82,283.61,117.59,31.88,48.93,71.38,88.88,4339210.0,2.0,88.0
2014,Male,6.19,32.16,68945.0,7.54,6.35,22.79,63.42,26.42,9.69,237.26,113.43,35.32,57.63,96.4,70.36,16156972.0,2.0,88.0
2023,Both,12.03,35.26,16758.62,1.91,5.56,13.41,62.13,38.2,7.13,233.25,85.68,34.58,47.24,58.48,49.84,43027711.0,9.74,88.0
2017,Both,8.21,18.12,23802.18,0.98,8.14,50.0,39.79,17.82,3.76,343.38,20.69,43.47,60.89,59.1,53.0,5119046.0,9.28,88.0
2014,Male,7.53,37.87,35206.88,6.33,5.08,11.01,47.83,16.56,2.58,71.94,91.94,30.31,64.11,78.78,70.02,33981822.0,7.75,88.0
2023,Female,10.54,32.68,63455.49,7.96,14.72,50.39,95.37,34.82,3.26,94.87,138.22,31.67,47.37,76.19,59.6,38618174.0,4.03,88.0
2022,Male,14.35,27.37,60356.33,6.94,4.1,20.91,40.05,24.44,4.51,299.24,57.64,38.2,59.62,83.73,41.24,73752598.0,4.37,88.0
2016,Male,8.06,5.04,10167.11,0.38,6.17,89.01,84.08,38.21,5.68,93.53,133.34,42.73,60.34,65.31,72.73,25322552.0,5.92,88.0
2010,Male,11.4,6.4,10034.1,2.16,7.01,100.84,73.39,13.32,10.92,164.99,22.42,27.3,52.27,65.17,78.24,13576611.0,6.53,88.0
2018,Male,17.46,44.63,31721.53,0.54,2.75,84.1,62.61,20.42,4.39,134.45,165.28,29.2,42.19,88.71,30.01,699910.0,15.68,80.99
2017,Female,10.35,36.29,65361.08,6.6,6.36,28.06,31.0,17.92,5.2,123.03,172.01,43.96,59.65,68.13,67.58,9816488.0,2.72,88.0
2012,Both,16.56,42.5,66250.71,4.73,12.99,93.19,36.37,33.82,4.23,57.72,20.39,40.55,50.19,87.73,70.4,60094193.0,8.04,88.0
2018,Male,14.7,41.09,8766.55,4.21,2.97,33.69,34.32,36.1,7.46,219.88,93.25,31.92,45.2,83.83,53.24,35649258.0,7.96,88.0
2021,Female,2.94,5.82,43412.86,4.52,9.18,92.34,66.94,24.87,8.17,170.37,86.21,32.15,55.67,58.75,53.71,15978131.0,2.0,88.0
2011,Both,8.87,36.67,12351.1,2.17,6.69,70.25,97.87,25.69,7.32,215.48,154.7,34.39,50.92,87.0,52.24,74648913.0,10.43,88.0
2020,Both,13.17,23.05,51710.79,4.89,3.39,47.17,90.18,12.89,11.52,141.35,106.52,38.48,42.19,94.58,61.17,63024312.0,2.57,88.0
2011,Female,17.79,36.58,68799.35,0.44,1.17,14.6,22.02,33.97,11.95,332.44,117.82,36.22,64.59,91.75,86.84,9237739.0,4.86,88.0
2020,Male,9.33,5.27,34543.88,5.24,4.83,100.16,41.9,44.72,10.37,227.4,52.4,40.52,46.12,55.4,62.83,21589693.0,4.76,88.0
2015,Female,3.48,16.53,6964.74,5.93,1.87,113.06,32.58,36.78,10.05,338.36,32.33,26.08,52.77,79.29,99.56,67970374.0,6.55,88.0
2010,Male,10.99,35.05,43780.66,5.45,6.27,81.58,98.05,16.26,5.66,155.0,130.77,41.38,56.68,96.1,56.33,55425290.0,7.01,88.0
2023,Both,4.03,36.72,31111.94,2.79,12.34,115.92,38.85,31.06,7.8,50.69,119.31,26.16,42.88,81.94,78.95,75649063.0,9.22,88.0
2012,Female,14.02,29.79,60968.69,6.64,11.08,112.42,36.11,18.91,5.51,284.38,153.17,42.62,58.49,68.06,68.43,6192330.0,4.89,88.0
2018,Female,10.12,17.05,26053.56,5.78,14.26,27.38,69.67,9.12,9.84,298.21,155.15,25.87,56.21,63.75,83.36,62055357.0,2.24,88.0
2012,Male,13.57,17.41,65717.37,1.2,6.98,89.09,64.49,14.65,3.72,67.61,120.97,27.56,52.34,85.82,92.19,6205272.0,5.88,88.0
2023,Female,15.91,43.67,21108.57,1.72,10.91,45.17,38.07,11.8,4.17,237.61,106.14,28.6,53.21,89.71,65.82,26999289.0,10.49,88.0
2020,Both,12.06,22.57,12487.81,5.17,10.31,61.06,73.63,15.25,2.39,248.31,166.24,29.46,63.87,96.07,64.61,60078435.0,7.45,88.0
2021,Female,11.8,22.89,23540.84,2.46,4.04,23.05,27.76,37.44,8.09,93.72,148.2,33.04,62.77,95.76,95.99,56909697.0,6.59,88.0
2016,Female,14.07,27.09,3390.75,1.13,5.25,117.1,21.55,18.83,8.89,215.76,161.19,38.11,42.8,70.27,95.36,269214.0,12.65,87.62
2016,Both,15.48,21.38,21668.45,1.41,8.42,88.51,26.59,36.01,2.03,122.96,179.33,42.85,49.22,82.17,99.79,16235240.0,10.67,88.0
2018,Both,15.9,27.11,49780.73,1.49,12.15,35.69,49.19,43.11,7.11,54.94,84.56,35.49,52.92,59.57,40.95,62308037.0,6.81,88.0
2020,Male,2.58,22.29,11357.4,3.93,7.47,47.72,98.0,29.25,5.77,310.07,134.71,35.65,63.0,59.25,30.25,10179186.0,8.03,88.0
2021,Female,10.9,38.07,9063.28,4.94,4.19,53.59,63.78,25.96,9.92,197.51,130.09,31.39,60.41,58.22,60.61,26177675.0,10.62,88.0
2010,Female,5.46,41.36,10622.99,1.58,14.91,90.97,80.38,35.75,2.39,284.51,47.86,41.01,49.66,96.72,81.33,14792772.0,9.68,88.0
2019,Female,15.77,42.28,6554.33,5.76,2.62,111.46,45.72,11.59,2.49,266.87,121.85,27.21,62.16,61.86,35.1,9005217.0,16.14,84.01
2011,Male,12.37,27.57,65697.95,2.39,14.38,41.97,77.55,23.84,8.2,348.11,88.49,31.02,49.45,76.7,56.15,66946397.0,2.89,88.0
2014,Male,8.72,22.69,70853.34,2.63,12.33,59.34,97.29,26.46,7.92,181.39,92.1,26.94,46.78,74.49,70.7,5001205.0,2.0,88.0
2021,Both,5.01,33.21,4254.84,1.94,12.74,73.22,48.62,38.75,10.31,178.27,48.82,29.28,55.25,69.61,44.88,42930391.0,9.39,88.0
2013,Both,7.42,38.53,57197.33,6.32,12.13,50.23,99.92,38.13,7.92,134.53,139.16,36.73,48.9,79.2,81.18,55444374.0,3.03,88.0
2021,Both,13.26,27.52,55496.66,7.69,3.91,62.98,71.07,39.39,11.49,237.54,131.67,27.52,55.56,55.13,46.07,4701458.0,5.57,88.0
2016,Both,5.27,33.0,74770.68,4.04,9.86,17.16,79.89,33.82,5.14,195.83,105.17,27.01,50.24,72.11,88.85,50710799.0,2.0,88.0
2013,Both,3.5,34.99,26612.0,0.53,11.59,24.28,40.17,27.63,5.98,268.63,45.08,41.52,59.89,76.57,54.38,26791835.0,9.69,88.0
2014,Both,16.21,32.06,21984.77,2.23,11.44,51.13,71.45,38.63,11.78,156.95,109.1,27.37,63.86,91.15,71.91,66700263.0,8.02,88.0
2017,Both,14.23,34.85,34418.69,1.43,4.8,110.22,60.88,40.31,3.08,89.25,36.02,37.16,46.76,86.54,68.09,63833004.0,11.85,87.54
2020,Female,5.2,13.35,64357.88,6.77,3.54,45.18,96.51,25.78,9.96,308.73,74.3,32.04,52.75,93.24,50.75,63533012.0,2.0,88.0
2018,Female,6.68,24.93,54861.65,0.86,5.59,33.73,92.37,44.47,2.12,298.41,79.58,42.93,58.11,71.93,60.74,31953212.0,5.25,88.0
2023,Male,17.55,28.53,35794.49,7.74,7.72,90.43,51.73,40.37,6.87,155.3,161.35,39.15,43.96,61.34,89.22,65821600.0,6.5,88.0
2022,Female,13.33,5.1,18946.56,4.79,9.03,114.15,95.75,26.89,3.53,257.11,86.49,26.19,59.9,73.05,68.38,50435562.0,6.52,88.0
2020,Male,11.77,39.24,54744.57,4.24,12.72,57.8,90.79,10.56,7.99,197.72,115.76,42.91,54.57,98.34,33.89,30356817.0,2.61,88.0
2018,Male,6.92,29.4,64205.89,6.81,11.77,5.99,67.23,16.31,9.98,278.29,159.96,33.28,43.74,64.64,79.91,6545529.0,2.0,88.0
2014,Female,6.79,10.17,30476.38,0.41,10.47,84.14,26.57,36.73,2.33,167.04,88.12,30.96,61.71,62.86,42.77,5438831.0,11.68,88.0
2015,Female,2.63,37.65,50409.04,6.26,4.69,52.73,32.86,12.11,3.64,210.69,161.39,38.46,50.67,97.5,64.02,20186991.0,6.36,88.0
2011,Male,13.66,33.68,30495.73,1.11,7.7,82.47,26.15,25.38,5.43,67.34,41.83,39.36,44.42,97.75,62.8,24036813.0,10.99,88.0
2015,Both,2.69,35.33,36304.21,6.76,5.7,36.94,28.64,30.38,4.56,102.47,78.37,31.07,44.88,61.72,64.05,74209510.0,6.85,88.0
2022,Both,2.08,20.68,39748.35,4.33,4.29,5.28,98.16,40.5,5.83,284.53,35.16,32.03,59.64,89.63,32.17,79995051.0,2.0,88.0
2015,Male,13.67,39.17,58358.86,0.68,1.14,44.62,36.97,39.34,11.52,164.47,109.75,28.13,63.39,74.34,49.07,11579540.0,7.47,88.0
2011,Male,17.18,21.56,73330.94,6.7,5.75,86.05,75.27,36.28,3.01,60.53,173.17,36.87,49.46,77.15,33.55,75427182.0,4.45,88.0
2019,Male,14.1,27.82,33771.97,0.41,4.59,50.21,70.92,23.08,6.23,100.29,125.11,44.14,41.97,77.44,59.05,56552547.0,7.95,88.0
2023,Both,9.55,5.03,26199.77,1.28,9.01,30.21,70.49,13.26,6.57,173.48,120.17,33.33,42.52,98.58,73.49,39938793.0,2.35,88.0
2022,Both,9.78,30.79,28520.45,6.42,1.87,58.36,36.54,32.78,4.8,265.37,64.51,44.92,56.36,63.31,75.79,76379462.0,9.19,88.0
2013,Male,8.98,33.73,10734.57,3.83,4.79,91.52,66.35,14.71,4.79,159.05,168.98,28.53,49.27,89.79,34.52,57124085.0,11.61,88.0
2016,Both,7.19,27.68,22832.85,7.07,1.63,18.73,70.04,28.77,9.15,273.56,95.45,40.92,50.65,55.26,38.32,47532996.0,6.05,88.0
2017,Male,10.35,24.86,7214.4,5.16,9.98,84.55,65.63,44.29,8.18,307.42,62.72,43.56,48.43,83.29,76.31,16841188.0,8.89,88.0
2013,Female,8.9,37.4,32549.75,5.06,8.95,81.74,34.89,28.36,10.13,152.34,178.03,38.76,51.64,84.37,67.18,19631072.0,7.84,88.0
